seller_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom,city
AGENT,2,BHK,Independent Floor,Neb Sarai,16000,900,Semi-Furnished,2 bathrooms,Delhi
AGENT,3,BHK,Apartment,Mayur Vihar II,32000,1600,Unfurnished,2 bathrooms,Delhi
AGENT,5,BHK,Apartment,Sector 22 Dwarka,78000,3000,Furnished,5 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Sector-7 Rohini,16000,750,Semi-Furnished,1 bathrooms,Delhi
AGENT,3,BHK,Apartment,Bhawanipur,35000,1350,Semi-Furnished,2 bathrooms,Kolkata
AGENT,3,BHK,Apartment,Tollygunge,10000,800,Semi-Furnished,3 bathrooms,Kolkata
AGENT,2,BHK,Independent Floor,Saket,30000,1200,Unfurnished,2 bathrooms,Delhi
OWNER,1,BHK,Independent House,Santoshpur,5000,500,Semi-Furnished,1 bathrooms,Kolkata
AGENT,4,BHK,Independent Floor,Saket,2.01,5561,Unfurnished,4 bathrooms,Delhi
AGENT,2,BHK,Apartment,Tagore Park,16000,750,Unfurnished,1 bathrooms,Kolkata
OWNER,2,BHK,Apartment,Haltu,8500,700,Semi-Furnished,1 bathrooms,Kolkata
OWNER,2,BHK,Independent Floor,vikaspuri,15000,1300,Semi-Furnished,1 bathrooms,Delhi
AGENT,2,BHK,Independent House,Patel Nagar,34000,900,Furnished,2 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Maharani Bagh,2.85,5211,Unfurnished,4 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Vasant Vihar,2.3,2200,Semi-Furnished,4 bathrooms,Delhi
AGENT,1,RK,Studio Apartment,Malviya Nagar,20000,450,Furnished,1 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Greater kailash 1,1.5,3300,Semi-Furnished,4 bathrooms,Delhi
AGENT,1,BHK,Independent Floor,Kalkaji,18000,650,Unfurnished,1 bathrooms,Delhi
AGENT,2,BHK,Apartment,Bansdroni,9000,750,Unfurnished,1 bathrooms,Kolkata
AGENT,1,RK,Studio Apartment,New Town,5000,420,Semi-Furnished,1 bathrooms,Kolkata
AGENT,1,BHK,Independent Floor,Krishna Nagar,8500,600,Semi-Furnished,1 bathrooms,Delhi
AGENT,3,BHK,Apartment,Vasant Kunj,65000,1650,Semi-Furnished,3 bathrooms,Delhi
AGENT,2,BHK,Independent House,Sector 21 Rohini,11500,755,Semi-Furnished,2 bathrooms,Delhi
OWNER,1,BHK,Independent Floor,Shalimar Bagh,17500,380,Furnished,1 bathrooms,Delhi
OWNER,2,BHK,Independent Floor,vikaspuri,15000,700,Semi-Furnished,1 bathrooms,Delhi
AGENT,4,BHK,Apartment,Sector 19 Dwarka,38000,2000,Semi-Furnished,4 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Safdarjung Enclave,3.25,5211,Unfurnished,4 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Chattarpur,18000,1290,Unfurnished,2 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Sunder Nagar,3.52,2811,Unfurnished,3 bathrooms,Delhi
OWNER,2,BHK,Independent Floor,Chattarpur Enclave Phase 2,9000,999,Semi-Furnished,2 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Lajpat Nagar,30000,900,Unfurnished,2 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Khirki Extension,22000,900,Unfurnished,2 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Anand Niketan,2.01,5562,Unfurnished,4 bathrooms,Delhi
OWNER,1,BHK,Apartment,Russa Road South,12000,450,Furnished,1 bathrooms,Kolkata
OWNER,1,RK,Studio Apartment,Tollygunge,11000,248,Furnished,,Kolkata
AGENT,1,BHK,Independent Floor,New Ashok Nagar,8500,300,Semi-Furnished,,Delhi
AGENT,4,BHK,Independent Floor,Saket,70000,3600,Semi-Furnished,5 bathrooms,Delhi
AGENT,2,BHK,Apartment,Sodepur,16000,1050,Unfurnished,2 bathrooms,Kolkata
AGENT,2,BHK,Independent Floor,Krishna Nagar,20000,1200,Semi-Furnished,2 bathrooms,Delhi
AGENT,3,BHK,Apartment,PANCHSHEEL VIHAR,31000,1200,Semi-Furnished,3 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Jor bagh,4.52,3621,Unfurnished,4 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Begumpur Road,20000,980,Furnished,2 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Shalimar Bagh,25000,900,Semi-Furnished,2 bathrooms,Delhi
AGENT,1,BHK,Independent Floor,Patel Nagar,13320,680,Furnished,1 bathrooms,Delhi
OWNER,2,BHK,Apartment,Ichapur,5500,650,Unfurnished,1 bathrooms,Kolkata
OWNER,2,BHK,Independent Floor,Behala,7000,700,Unfurnished,1 bathrooms,Kolkata
AGENT,1,BHK,Independent Floor,Lajpat Nagar II,22500,800,Furnished,1 bathrooms,Delhi
OWNER,2,BHK,Apartment,Krishna Nagar,15000,500,Semi-Furnished,1 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Malviya Nagar,24500,1000,Unfurnished,2 bathrooms,Delhi
AGENT,1,BHK,Independent Floor,Green Park,35000,1200,Furnished,1 bathrooms,Delhi
AGENT,2,BHK,Apartment,Patel Nagar,24595,900,Furnished,2 bathrooms,Delhi
OWNER,3,BHK,Apartment,Santoshpur,18000,1350,Semi-Furnished,2 bathrooms,Kolkata
AGENT,4,BHK,Independent Floor,Safdarjung Enclave,2.88,5412,Unfurnished,4 bathrooms,Delhi
OWNER,2,BHK,Independent Floor,Vinod Nagar North,8500,491,Unfurnished,1 bathrooms,Delhi
AGENT,3,BHK,Apartment,i p extension patparganj,24000,1350,Semi-Furnished,2 bathrooms,Delhi
OWNER,1,BHK,Independent House,Belghoria,5500,280,Furnished,1 bathrooms,Kolkata
AGENT,3,BHK,Independent Floor,Lajpat Nagar,70000,1800,Semi-Furnished,3 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Panchsheel Park,90000,3000,Semi-Furnished,5 bathrooms,Delhi
AGENT,3,BHK,Apartment,Mukundapur,35000,1566,Unfurnished,3 bathrooms,Kolkata
AGENT,1,BHK,Apartment,Paschim Vihar,12000,900,Semi-Furnished,1 bathrooms,Delhi
AGENT,1,BHK,Apartment,Malviya Nagar,13500,550,Semi-Furnished,1 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Gulmohar park,2.35,2856,Unfurnished,3 bathrooms,Delhi
OWNER,1,BHK,Apartment,Mahipalpur,9000,950,Semi-Furnished,1 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Patel Nagar,15000,680,Semi-Furnished,2 bathrooms,Delhi
AGENT,3,BHK,Apartment,Sector 12 Dwarka,30000,1700,Semi-Furnished,3 bathrooms,Delhi
AGENT,3,BHK,Apartment,Sector 19 Dwarka,28000,1650,Semi-Furnished,3 bathrooms,Delhi
AGENT,5,BHK,Independent House,Ghitorni,4.01,8562,Unfurnished,5 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Preet Vihar,14000,1000,Semi-Furnished,2 bathrooms,Delhi
AGENT,3,BHK,Apartment,New Town,27000,1808,Furnished,2 bathrooms,Kolkata
,,,,,,,,,Delhi
AGENT,1,BHK,Apartment,Tagore Park,7500,420,Semi-Furnished,1 bathrooms,Kolkata
AGENT,4,BHK,Independent Floor,Vasant Vihar,3.25,5211,Unfurnished,4 bathrooms,Delhi
OWNER,1,BHK,Apartment,Chattarpur,10000,450,Semi-Furnished,1 bathrooms,Delhi
AGENT,3,BHK,Apartment,New Town,20000,1700,Semi-Furnished,3 bathrooms,Kolkata
AGENT,2,BHK,Apartment,vikaspuri,15000,900,Semi-Furnished,2 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Sarvpriya Vihar,2.01,2856,Unfurnished,3 bathrooms,Delhi
OWNER,3,BHK,Apartment,Liluah,20000,1525,Furnished,2 bathrooms,Kolkata
AGENT,3,BHK,Independent Floor,Malviya Nagar,70000,1800,Furnished,3 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Saket,2.41,2852,Unfurnished,3 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Greater kailash 1,2.35,2351,Unfurnished,3 bathrooms,Delhi
AGENT,1,BHK,Apartment,Vasant Kunj,13500,900,Furnished,1 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Sarvpriya Vihar,2.35,4122,Unfurnished,4 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Pitampura,29500,1600,Furnished,3 bathrooms,Delhi
AGENT,1,BHK,Apartment,VIP Nagar,5500,400,Unfurnished,1 bathrooms,Kolkata
AGENT,3,BHK,Apartment,Sector 5 Dwarka,28000,1700,Semi-Furnished,2 bathrooms,Delhi
AGENT,1,BHK,Apartment,Saket,9000,450,Semi-Furnished,1 bathrooms,Delhi
AGENT,1,BHK,Apartment,Keshtopur,5500,405,Unfurnished,1 bathrooms,Kolkata
AGENT,2,BHK,Independent Floor,Subhash Nagar,26000,1100,Furnished,2 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Safdarjung Enclave,1,1800,Furnished,6 bathrooms,Delhi
OWNER,3,BHK,Apartment,Rajarhat,20000,1512,Unfurnished,2 bathrooms,Kolkata
AGENT,1,BHK,Independent Floor,Patel Nagar,20000,500,Furnished,1 bathrooms,Delhi
AGENT,2,BHK,Apartment,Rajarhat,14000,1200,Unfurnished,2 bathrooms,Kolkata
OWNER,2,BHK,Independent Floor,Shibpur,5000,600,Unfurnished,1 bathrooms,Kolkata
OWNER,2,BHK,Independent Floor,Picnic Garden,7200,444,Unfurnished,1 bathrooms,Kolkata
OWNER,3,BHK,Apartment,Jasola,34000,1600,Furnished,2 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Shastri Nagar,15000,630,Semi-Furnished,2 bathrooms,Delhi
AGENT,4,BHK,Villa,Saket,3.01,5211,Unfurnished,4 bathrooms,Delhi
OWNER,2,BHK,Apartment,Tollygunge,15000,750,Semi-Furnished,2 bathrooms,Kolkata
AGENT,4,BHK,Independent Floor,Panchsheel Park,6.01,5562,Unfurnished,4 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Geetanjali Enclave,4.1,5211,Unfurnished,4 bathrooms,Delhi
AGENT,1,BHK,Independent Floor,Krishna Nagar,9000,600,Semi-Furnished,1 bathrooms,Delhi
AGENT,5,BHK,Independent House,Maharani Bagh,5.41,6251,Unfurnished,4 bathrooms,Delhi
AGENT,2,BHK,Apartment,Sodepur,16000,1050,Unfurnished,2 bathrooms,Kolkata
,,,,,,,,,Delhi
AGENT,2,BHK,Apartment,Sector 12 Dwarka,20000,1200,Semi-Furnished,2 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Rajpur,15000,850,Semi-Furnished,2 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Green Park,1.75,2500,Semi-Furnished,4 bathrooms,Delhi
AGENT,3,BHK,Apartment,Sector-18 Dwarka,32000,1800,Semi-Furnished,2 bathrooms,Delhi
OWNER,1,BHK,Apartment,Dabri,15000,445,Unfurnished,1 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Panchsheel Enclave,2.56,6521,Unfurnished,4 bathrooms,Delhi
AGENT,3,BHK,Apartment,New Town,45000,1620,Furnished,3 bathrooms,Kolkata
OWNER,2,BHK,Independent Floor,vikaspuri,25000,1125,Unfurnished,2 bathrooms,Delhi
AGENT,1,BHK,Apartment,Malviya Nagar,13500,500,Semi-Furnished,1 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,South Extension Part 1,2.21,5211,Unfurnished,4 bathrooms,Delhi
,,,,,,,,,Delhi
AGENT,1,RK,Studio Apartment,Dhapa,7000,410,Furnished,1 bathrooms,Kolkata
AGENT,3,BHK,Independent Floor,Jawahar Park,16000,950,Semi-Furnished,2 bathrooms,Delhi
AGENT,3,BHK,Apartment,Phool Bagan,40000,1450,Semi-Furnished,2 bathrooms,Kolkata
AGENT,1,BHK,Apartment,Jasola,12500,550,Semi-Furnished,1 bathrooms,Delhi
AGENT,1,BHK,Apartment,New Town,7100,450,Unfurnished,1 bathrooms,Kolkata
AGENT,3,BHK,Independent Floor,Vasant Vihar,3.01,2852,Unfurnished,3 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Kalkaji,15000,1400,Semi-Furnished,2 bathrooms,Delhi
AGENT,4,BHK,Villa,Panchsheel Park,4.19,5211,Unfurnished,4 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Niti Bagh,2.01,3621,Unfurnished,4 bathrooms,Delhi
AGENT,3,BHK,Apartment,Madurdaha Hussainpur,45000,1550,Semi-Furnished,3 bathrooms,Kolkata
AGENT,3,BHK,Independent Floor,Paschim Vihar,40000,1800,Semi-Furnished,3 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Shalimar Bagh,25000,800,Semi-Furnished,2 bathrooms,Delhi
OWNER,2,BHK,Independent Floor,Noapara,10000,820,Semi-Furnished,1 bathrooms,Kolkata
AGENT,2,BHK,Independent Floor,Rajouri Garden,32000,1400,Semi-Furnished,2 bathrooms,Delhi
AGENT,3,BHK,Apartment,Sector 7 Dwarka,30000,1200,Furnished,3 bathrooms,Delhi
OWNER,4,BHK,Independent House,Jagatdal,40000,2000,Semi-Furnished,2 bathrooms,Kolkata
OWNER,2,BHK,Independent Floor,Vishnu Garden,8500,580,Furnished,2 bathrooms,Delhi
AGENT,1,RK,Studio Apartment,Uttam Nagar,5800,250,Semi-Furnished,1 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Sarvpriya Vihar,55000,1800,Semi-Furnished,3 bathrooms,Delhi
AGENT,1,BHK,Independent Floor,Santnagar,20000,800,Furnished,1 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Geetanjali Enclave,2.51,3211,Unfurnished,3 bathrooms,Delhi
AGENT,1,BHK,Apartment,VIP Nagar,6300,428,Unfurnished,1 bathrooms,Kolkata
AGENT,3,BHK,Apartment,Sodepur,16000,1101,Unfurnished,2 bathrooms,Kolkata
AGENT,4,BHK,Villa,Niti Bagh,4.11,5621,Unfurnished,4 bathrooms,Delhi
AGENT,1,RK,Studio Apartment,Sarita Vihar,16800,1000,Furnished,1 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Panchsheel Park,2.85,2852,Unfurnished,3 bathrooms,Delhi
AGENT,1,BHK,Independent House,New Ashok Nagar,11500,670,Semi-Furnished,1 bathrooms,Delhi
AGENT,1,BHK,Independent Floor,Chattarpur,9000,700,Semi-Furnished,1 bathrooms,Delhi
OWNER,2,BHK,Independent House,Paikpara,16000,1400,Semi-Furnished,2 bathrooms,Kolkata
AGENT,3,BHK,Independent Floor,Rohini sector 24,18000,645,Semi-Furnished,2 bathrooms,Delhi
AGENT,5,BHK,Independent Floor,Sunder Nagar,12.25,6852,Unfurnished,5 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Lajpat Nagar,30000,990,Furnished,2 bathrooms,Delhi
OWNER,2,BHK,Independent Floor,Vishnu Garden,8500,600,Semi-Furnished,1 bathrooms,Delhi
OWNER,2,BHK,Independent Floor,Nimta,5000,1000,Unfurnished,1 bathrooms,Kolkata
AGENT,2,BHK,Independent Floor,Malviya Nagar,32000,1000,Furnished,2 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Navjeevan Vihar,1.85,5621,Unfurnished,4 bathrooms,Delhi
AGENT,3,BHK,Apartment,Khirki Extension,30000,1180,Semi-Furnished,2 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Chittaranjan Park,45000,1150,Furnished,2 bathrooms,Delhi
AGENT,1,BHK,Independent Floor,Kalkaji,7500,500,Unfurnished,1 bathrooms,Delhi
AGENT,2,BHK,Apartment,Patuli,10000,840,Unfurnished,1 bathrooms,Kolkata
AGENT,3,BHK,Apartment,Sector 7 Dwarka,30000,1800,Semi-Furnished,2 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Safdarjung Enclave,2.35,5562,Unfurnished,4 bathrooms,Delhi
OWNER,1,BHK,Villa,Behala,3500,450,Semi-Furnished,1 bathrooms,Kolkata
AGENT,2,BHK,Independent Floor,Sarvodaya Enclave,50000,1800,Semi-Furnished,2 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Kalkaji,9000,750,Semi-Furnished,2 bathrooms,Delhi
OWNER,2,BHK,Apartment,Bansdroni,20000,1050,Furnished,2 bathrooms,Kolkata
AGENT,2,BHK,Independent Floor,East of Kailash,23000,1350,Semi-Furnished,2 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Shanti Niketan,2.5,2100,Semi-Furnished,5 bathrooms,Delhi
AGENT,2,BHK,Apartment,Saket,13000,810,Semi-Furnished,2 bathrooms,Delhi
OWNER,1,BHK,Independent Floor,Patel Nagar,15000,400,Semi-Furnished,1 bathrooms,Delhi
OWNER,1,BHK,Independent Floor,mayur vihar phase 1,7000,450,Semi-Furnished,1 bathrooms,Delhi
AGENT,3,BHK,Apartment,New Town,40000,2150,Furnished,3 bathrooms,Kolkata
AGENT,2,BHK,Independent Floor,Saket,22000,910,Semi-Furnished,2 bathrooms,Delhi
AGENT,1,RK,Studio Apartment,VIP Nagar,5000,400,Unfurnished,1 bathrooms,Kolkata
AGENT,1,RK,Studio Apartment,Sarita Vihar,11200,180,Semi-Furnished,,Delhi
AGENT,4,BHK,Independent Floor,Greater kailash 1,3.21,5521,Unfurnished,4 bathrooms,Delhi
AGENT,1,BHK,Independent Floor,Lajpat Nagar IV,12000,450,Furnished,2 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Geetanjali Enclave,3.52,6521,Unfurnished,5 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Chittaranjan Park,37000,1900,Unfurnished,2 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Ashok Nagar,23000,900,Semi-Furnished,2 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Greater Kailash,75000,1650,Furnished,3 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Patel Nagar,24000,900,Furnished,2 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Karol Bagh,30000,950,Furnished,,Delhi
OWNER,3,BHK,Independent Floor,laxmi nagar,15800,950,Semi-Furnished,2 bathrooms,Delhi
AGENT,3,BHK,Apartment,mayur vihar phase 1,28000,1183,Unfurnished,2 bathrooms,Delhi
AGENT,4,BHK,Independent House,Defence Colony,65000,3500,Unfurnished,4 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,New Ashok Nagar,10000,500,Unfurnished,1 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Geetanjali Enclave,3.12,5000,Semi-Furnished,4 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Chattarpur,13000,830,Unfurnished,2 bathrooms,Delhi
AGENT,2,BHK,Apartment,New Garia,8000,820,Unfurnished,2 bathrooms,Kolkata
AGENT,1,RK,Studio Apartment,New Town,4500,453,Semi-Furnished,1 bathrooms,Kolkata
AGENT,3,BHK,Apartment,Sector 22 Dwarka,35000,1700,Semi-Furnished,2 bathrooms,Delhi
AGENT,1,BHK,Apartment,Chattarpur,13000,600,Furnished,1 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Vasant Vihar,1.9,2500,Semi-Furnished,3 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Greater kailash 1,65000,1800,Semi-Furnished,3 bathrooms,Delhi
AGENT,10,BHK,Independent House,Sector 8 Dwarka,1.8,9000,Semi-Furnished,9 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Sunder Nagar,3.01,2852,Unfurnished,3 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Tagore Garden Extension,18000,720,Semi-Furnished,2 bathrooms,Delhi
AGENT,2,BHK,Apartment,Dunlop,8500,800,Unfurnished,1 bathrooms,Kolkata
AGENT,1,BHK,Independent Floor,laxmi nagar,8500,450,Semi-Furnished,1 bathrooms,Delhi
OWNER,1,BHK,Apartment,New Town,9000,560,Semi-Furnished,1 bathrooms,Kolkata
AGENT,3,BHK,Independent Floor,Saket,22000,1590,Semi-Furnished,3 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Defence Colony,2.3,2000,Semi-Furnished,4 bathrooms,Delhi
AGENT,3,BHK,Apartment,New Town,45000,1600,Furnished,2 bathrooms,Kolkata
AGENT,3,BHK,Apartment,New Town,20000,995,Semi-Furnished,2 bathrooms,Kolkata
OWNER,2,BHK,Apartment,Uttam Nagar,8100,450,Semi-Furnished,2 bathrooms,Delhi
AGENT,2,BHK,Apartment,Tangra,27000,1080,Furnished,2 bathrooms,Kolkata
AGENT,2,BHK,Independent House,Central Secretariat,10000,700,Semi-Furnished,1 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Sunder Nagar,3.01,2852,Unfurnished,3 bathrooms,Delhi
OWNER,2,BHK,Independent Floor,Budh Vihar,8000,500,Unfurnished,1 bathrooms,Delhi
AGENT,3,BHK,Apartment,Sheikh Sarai,70000,2000,Semi-Furnished,3 bathrooms,Delhi
AGENT,3,BHK,Villa,Kasba,16000,1000,Unfurnished,2 bathrooms,Kolkata
AGENT,1,RK,Studio Apartment,East of Kailash,14000,450,Furnished,1 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Dr Mukherji Nagar,21300,900,Furnished,2 bathrooms,Delhi
AGENT,3,BHK,Villa,New Town,30000,1800,Unfurnished,6 bathrooms,Kolkata
OWNER,1,BHK,Apartment,Aya Nagar,6000,450,Unfurnished,1 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Preet Vihar,12999,1800,Semi-Furnished,2 bathrooms,Delhi
AGENT,4,BHK,Villa,Safdarjung Enclave,4.12,5521,Unfurnished,4 bathrooms,Delhi
AGENT,3,BHK,Apartment,Behala,12000,1065,Unfurnished,2 bathrooms,Kolkata
OWNER,3,BHK,Independent Floor,laxmi nagar,11000,900,Semi-Furnished,2 bathrooms,Delhi
AGENT,4,BHK,Villa,Green Park Extension,4.61,6251,Unfurnished,4 bathrooms,Delhi
,,,,,,,,,Delhi
AGENT,3,BHK,Apartment,IP Extension,22000,800,Unfurnished,2 bathrooms,Delhi
AGENT,4,BHK,Villa,Greater kailash 1,2.85,5562,Unfurnished,4 bathrooms,Delhi
OWNER,1,BHK,Independent Floor,Keshtopur,13000,1500,Furnished,1 bathrooms,Kolkata
AGENT,1,RK,Studio Apartment,New Town,6500,420,Furnished,1 bathrooms,Kolkata
AGENT,3,BHK,Independent Floor,Safdarjung Development Area,75000,2100,Semi-Furnished,3 bathrooms,Delhi
AGENT,3,BHK,Apartment,Saket,30000,2000,Semi-Furnished,1 bathrooms,Delhi
OWNER,2,BHK,Independent House,Shahdara,10000,1250,Semi-Furnished,1 bathrooms,Delhi
AGENT,2,BHK,Apartment,Jadavpur,10000,780,Unfurnished,1 bathrooms,Kolkata
AGENT,3,BHK,Independent Floor,Kalkaji,40000,1800,Unfurnished,2 bathrooms,Delhi
AGENT,2,BHK,Apartment,Saket,14000,900,Semi-Furnished,1 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Safdarjung Enclave,1.3,2700,Semi-Furnished,4 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,mayur vihar phase 1,12000,550,Semi-Furnished,1 bathrooms,Delhi
AGENT,2,BHK,Apartment,Chingrighata,12000,635,Furnished,1 bathrooms,Kolkata
OWNER,4,BHK,Independent Floor,New Friends Colony,1.4,4000,Unfurnished,4 bathrooms,Delhi
OWNER,2,BHK,Apartment,Dwarka Mor,11000,900,Unfurnished,2 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Ramesh Nagar,25000,1000,Unfurnished,2 bathrooms,Delhi
AGENT,2,BHK,Apartment,Saket,15000,1000,Semi-Furnished,2 bathrooms,Delhi
AGENT,2,BHK,Apartment,Saket,13000,810,Semi-Furnished,2 bathrooms,Delhi
AGENT,2,BHK,Apartment,Lake Gardens,10000,700,Unfurnished,2 bathrooms,Kolkata
AGENT,3,BHK,Apartment,New Town,17000,1535,Unfurnished,2 bathrooms,Kolkata
OWNER,3,BHK,Apartment,Hari Nagar,20000,1200,Semi-Furnished,2 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Greater kailash 1,2,3500,Unfurnished,1 bathrooms,Delhi
AGENT,1,BHK,Independent Floor,Saket,29500,1500,Semi-Furnished,1 bathrooms,Delhi
AGENT,3,BHK,Apartment,Sector 6 Dwarka,45000,2100,Furnished,3 bathrooms,Delhi
AGENT,4,BHK,Independent House,Hauz Khas,1.3,2800,Semi-Furnished,4 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Safdarjung Enclave,32000,1125,Semi-Furnished,2 bathrooms,Delhi
AGENT,1,BHK,Apartment,Saket,8000,550,Semi-Furnished,1 bathrooms,Delhi
AGENT,2,BHK,Apartment,i p extension patparganj,22000,1000,Semi-Furnished,2 bathrooms,Delhi
AGENT,1,BHK,Apartment,VIP Nagar,5000,320,Unfurnished,1 bathrooms,Kolkata
AGENT,3,BHK,Independent Floor,Sarvpriya Vihar,52000,1900,Semi-Furnished,3 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Chattarpur,18000,1300,Unfurnished,2 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Panchsheel Enclave,1.85,2511,Unfurnished,3 bathrooms,Delhi
AGENT,3,BHK,Apartment,East of Kailash,45000,1800,Furnished,2 bathrooms,Delhi
AGENT,1,BHK,Independent Floor,Khirki Extension,13000,500,Unfurnished,1 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Greater Kailash II,5.46,5562,Unfurnished,4 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,New Friends Colony,3.25,5852,Unfurnished,4 bathrooms,Delhi
AGENT,1,RK,Studio Apartment,East of Kailash,16000,450,Furnished,1 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Geetanjali Enclave,2.01,5211,Unfurnished,4 bathrooms,Delhi
AGENT,4,BHK,Independent House,Chattarpur Enclave,35000,1600,Semi-Furnished,4 bathrooms,Delhi
OWNER,1,BHK,Independent Floor,Vinod Nagar North,7000,425,Semi-Furnished,1 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,New Ashok Nagar,13500,550,Furnished,1 bathrooms,Delhi
,,,,,,,,,Delhi
AGENT,4,BHK,Independent Floor,Gulmohar park,1.5,3600,Semi-Furnished,4 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Shanti Niketan,4.61,5562,Unfurnished,4 bathrooms,Delhi
AGENT,2,BHK,Independent Floor,Sector 19 Dwarka,28000,680,Furnished,2 bathrooms,Delhi
AGENT,2,BHK,Apartment,Kaikhali,16000,850,Furnished,2 bathrooms,Kolkata
AGENT,3,BHK,Independent Floor,Paschim Vihar,30000,1200,Semi-Furnished,3 bathrooms,Delhi
AGENT,2,BHK,Apartment,Paschim Vihar,13000,750,Semi-Furnished,1 bathrooms,Delhi
OWNER,3,BHK,Apartment,Vasant Kunj,45000,1900,Semi-Furnished,2 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Niti Bagh,2.55,5211,Unfurnished,4 bathrooms,Delhi
AGENT,4,BHK,Independent Floor,Vasant Vihar,1.4,3600,Semi-Furnished,4 bathrooms,Delhi
AGENT,1,RK,Studio Apartment,Green Park,14000,500,Semi-Furnished,1 bathrooms,Delhi
OWNER,1,RK,Studio Apartment,Sector 8 Dwarka,7000,400,Semi-Furnished,1 bathrooms,Delhi
AGENT,3,BHK,Apartment,Sector 19 Dwarka,30000,1800,Semi-Furnished,2 bathrooms,Delhi
AGENT,3,BHK,Independent Floor,Friends Colony,2.35,2856,Unfurnished,3 bathrooms,Delhi
AGENT,2,BHK,Independent House,Garia,10000,850,Unfurnished,2 bathrooms,Kolkata
AGENT,2,BHK,Apartment,Kasba,22000,950,Unfurnished,2 bathrooms,Kolkata
